,index,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,adult_femail
625,785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False
626,786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,False
627,787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,False
628,788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,False
629,789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,False
630,791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,False
631,794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False
632,795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False
633,796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,False
634,797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,False
635,798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,False
636,799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,False
637,800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False
638,801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,False
639,802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,False
640,803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,False
641,804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,False
642,805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False
643,806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,False
644,807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,False
645,808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False
646,809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,False
647,810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,False
648,811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,False
649,812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False
650,813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,False
651,814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,False
652,816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,False
653,817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,False
654,818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,False
655,819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,False
656,820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,False
657,821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,False
658,822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,False
659,823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,False
660,824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,False
661,827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,False
662,829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,False
663,830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,False
664,831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,False
665,833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,False
666,834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,False
667,835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,False
668,836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False
669,838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,False
670,840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,False
671,841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False
672,842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,False
673,843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,False
674,844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False
675,845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,False
676,847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,False
677,848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,False
678,850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,False
679,851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False
680,852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,False
681,853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,False
682,854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,False
683,855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,False
684,856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,False
685,857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,False
686,858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,False
687,860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,False
688,861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,False
689,862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,False
690,864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False
691,865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False
692,866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,False
693,867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,False
694,869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,False
695,870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False
696,871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,False
697,872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,False
698,873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,False
699,874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,False
700,875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,False
701,876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,False
702,877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False
703,879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,False
704,880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,False
705,881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False
706,882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,False
707,883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False
708,884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False
709,885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,False
710,886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False
711,887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,False
712,889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,False
713,890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False
